source_path,api_kind,product,platform,version,generator_hint,target_strategy,target_path,status,risk,blocker,notes
docs-api-reference/cloud-recording/java-api/individualscenario.java.mdx,api-reference-mdx,cloud-recording,java,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/cloud-recording/java-api/individualscenario.java.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/cloud-recording/java-api/mixscenario.java.mdx,api-reference-mdx,cloud-recording,java,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/cloud-recording/java-api/mixscenario.java.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/cloud-recording/java-api/overview.java.mdx,api-reference-mdx,cloud-recording,java,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/cloud-recording/java-api/overview.java.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/cloud-recording/java-api/struct.java.mdx,api-reference-mdx,cloud-recording,java,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/cloud-recording/java-api/struct.java.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/cloud-recording/java-api/webscenario.java.mdx,api-reference-mdx,cloud-recording,java,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/cloud-recording/java-api/webscenario.java.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/agent-sdk-api/overview.agent-go.mdx,api-reference-mdx,convoai,agent-go,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/agent-sdk-api/overview.agent-go.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/agent-sdk-api/overview.agent-python.mdx,api-reference-mdx,convoai,agent-python,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/agent-sdk-api/overview.agent-python.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/agent-sdk-api/overview.agent-typescript.mdx,api-reference-mdx,convoai,agent-typescript,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/agent-sdk-api/overview.agent-typescript.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/android-component/enum.android.mdx,api-reference-mdx,convoai,android,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/android-component/enum.android.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/android-component/iconversationalaiapi.android.mdx,api-reference-mdx,convoai,android,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/android-component/iconversationalaiapi.android.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/android-component/iconversationalaiapieventhandler.android.mdx,api-reference-mdx,convoai,android,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/android-component/iconversationalaiapieventhandler.android.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/android-component/overview.android.mdx,api-reference-mdx,convoai,android,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/android-component/overview.android.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/android-component/struct.android.mdx,api-reference-mdx,convoai,android,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/android-component/struct.android.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/go-api/baseresponse.go.mdx,api-reference-mdx,convoai,go,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/go-api/baseresponse.go.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/go-api/basicauthcredential.go.mdx,api-reference-mdx,convoai,go,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/go-api/basicauthcredential.go.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/go-api/client.go.mdx,api-reference-mdx,convoai,go,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/go-api/client.go.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/go-api/enum.go.mdx,api-reference-mdx,convoai,go,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/go-api/enum.go.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/go-api/listoptions.go.mdx,api-reference-mdx,convoai,go,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/go-api/listoptions.go.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/go-api/overview.go.mdx,api-reference-mdx,convoai,go,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/go-api/overview.go.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/go-api/response.go.mdx,api-reference-mdx,convoai,go,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/go-api/response.go.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/go-api/samplelogger.go.mdx,api-reference-mdx,convoai,go,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/go-api/samplelogger.go.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/go-api/struct.go.mdx,api-reference-mdx,convoai,go,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/go-api/struct.go.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/ios-component/conversationalaiapi.ios.mdx,api-reference-mdx,convoai,ios,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/ios-component/conversationalaiapi.ios.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/ios-component/conversationalaiapieventhandler.ios.mdx,api-reference-mdx,convoai,ios,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/ios-component/conversationalaiapieventhandler.ios.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/ios-component/enum.ios.mdx,api-reference-mdx,convoai,ios,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/ios-component/enum.ios.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/ios-component/overview.ios.mdx,api-reference-mdx,convoai,ios,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/ios-component/overview.ios.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/ios-component/struct.ios.mdx,api-reference-mdx,convoai,ios,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/ios-component/struct.ios.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/java-api/basicauthcredential.java.mdx,api-reference-mdx,convoai,java,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/java-api/basicauthcredential.java.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/java-api/convoaiclient.java.mdx,api-reference-mdx,convoai,java,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/java-api/convoaiclient.java.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/java-api/enum.java.mdx,api-reference-mdx,convoai,java,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/java-api/enum.java.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/java-api/overview.java.mdx,api-reference-mdx,convoai,java,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/java-api/overview.java.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/java-api/struct.java.mdx,api-reference-mdx,convoai,java,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/java-api/struct.java.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/web-component/conversationalaiapi.typescript.mdx,api-reference-mdx,convoai,typescript,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/web-component/conversationalaiapi.typescript.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/web-component/enum.typescript.mdx,api-reference-mdx,convoai,typescript,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/web-component/enum.typescript.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/web-component/overview.typescript.mdx,api-reference-mdx,convoai,typescript,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/web-component/overview.typescript.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/convoai/web-component/struct.typescript.mdx,api-reference-mdx,convoai,typescript,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,content/docs/zh-CN/api-reference/conversational-ai/web-component/struct.typescript.mdx,needs_review,medium,,generated=2026-07-02T10:27:25.467Z
docs-api-reference/dummy-product/test.ios.web.mdx,api-reference-mdx,dummy-product,ios|web,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/dummy-product/test.mdx,api-reference-mdx,dummy-product,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/dummy-product/test/overload-method-card.mdx,api-reference-mdx,dummy-product,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/dummy-product/toc-configuration/configuration.unity.mdx,api-reference-mdx-with-legacy-jsx,dummy-product,unity,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/fastboard/fastboard-api.ios.mdx,api-reference-mdx-with-legacy-jsx,fastboard,ios,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,content/docs/zh-CN/api-reference/whiteboard/fastboard-api.ios.mdx,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/fastboard/fastboard-api.javascript.mdx,api-reference-mdx-with-legacy-jsx,fastboard,javascript,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,content/docs/zh-CN/api-reference/whiteboard/fastboard-api.javascript.mdx,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/fastboard/fastboard-api.mdx,api-reference-mdx-with-legacy-jsx,fastboard,,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,content/docs/zh-CN/api-reference/whiteboard/fastboard-api.mdx,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/flexible-classroom/classroom-sdk.android.mdx,api-reference-mdx-with-legacy-jsx,flexible-classroom,android,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/flexible-classroom/classroom-sdk.ios.mdx,api-reference-mdx-with-legacy-jsx,flexible-classroom,ios,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/flexible-classroom/classroom-sdk.javascript.electron.mdx,api-reference-mdx-with-legacy-jsx,flexible-classroom,javascript|electron,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/flexible-classroom/edu-context/dummy.mdx,api-reference-mdx,flexible-classroom,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/flexible-classroom/fcr-ui-scene.javascript.electron.mdx,api-reference-mdx-with-legacy-jsx,flexible-classroom,javascript|electron,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/flexible-classroom/proctor-sdk.ios.mdx,api-reference-mdx-with-legacy-jsx,flexible-classroom,ios,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/flexible-classroom/proctor-sdk.javascript.electron.mdx,api-reference-mdx-with-legacy-jsx,flexible-classroom,javascript|electron,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/client-api/call.android.mdx,api-reference-mdx-with-legacy-jsx,iot-apaas,android,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/client-api/call.ios.mdx,api-reference-mdx-with-legacy-jsx,iot-apaas,ios,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/client-api/call.wechat.mdx,api-reference-mdx-with-legacy-jsx,iot-apaas,wechat,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/client-api/full.ios.mdx,api-reference-mdx-with-legacy-jsx,iot-apaas,ios,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/device-sdk/call/base.mdx,api-reference-mdx,iot-apaas,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/device-sdk/call/config.mdx,api-reference-mdx,iot-apaas,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/device-sdk/call/device-manager.mdx,api-reference-mdx,iot-apaas,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/device-sdk/call/make-call.mdx,api-reference-mdx,iot-apaas,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/device-sdk/full/base.mdx,api-reference-mdx,iot-apaas,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/device-sdk/full/config.mdx,api-reference-mdx,iot-apaas,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/device-sdk/full/device-manager.mdx,api-reference-mdx,iot-apaas,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/device-sdk/full/dp.mdx,api-reference-mdx-with-legacy-jsx,iot-apaas,,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/device-sdk/full/file-player.mdx,api-reference-mdx-with-legacy-jsx,iot-apaas,,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/iot-apaas/device-sdk/full/make-call.mdx,api-reference-mdx,iot-apaas,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/meeting/client-api.android.mdx,api-reference-mdx-with-legacy-jsx,meeting,android,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,content/docs/zh-CN/api-reference/meeting/client-api.android.mdx,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/meeting/client-api.electron.mdx,api-reference-mdx-with-legacy-jsx,meeting,electron,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,content/docs/zh-CN/api-reference/meeting/client-api.electron.mdx,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/meeting/client-api.ios.mdx,api-reference-mdx-with-legacy-jsx,meeting,ios,,legacy-mdx-api-components,prefer structured API source or conservative Markdown rewrite after ownership review,content/docs/zh-CN/api-reference/meeting/client-api.ios.mdx,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/one-to-one-live/call-api.android.mdx,api-reference-mdx,one-to-one-live,android,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/one-to-one-live/call-api.ios.mdx,api-reference-mdx,one-to-one-live,ios,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/recording/_en/_cpp/enum.mdx,api-reference-mdx,recording,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/recording/_en/_cpp/iagoramediacomponentfactory.mdx,api-reference-mdx,recording,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/recording/_en/_cpp/iagoramediarecorder.mdx,api-reference-mdx,recording,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/recording/_en/_cpp/iagoramediartcrecordereventhandler.mdx,api-reference-mdx,recording,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/recording/_en/_cpp/iagoraservice.mdx,api-reference-mdx,recording,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/recording/_en/_cpp/irecordervideoframeobserver.mdx,api-reference-mdx,recording,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
docs-api-reference/recording/_en/_cpp/overview.mdx,api-reference-mdx,recording,,,hand-authored-api-mdx,migrate as authored API reference Markdown after IA confirmation,,blocked,high,API Reference ownership/source strategy must be confirmed before assigning final target path.,generated=2026-07-02T10:27:25.467Z
